"","id","group","age","gender","ic_scoops","ic_rt","ffmq.X1","ffmq.X2","ffmq.X3","ffmq.X4","ffmq.X5","ffmq.X6","ffmq.X7","ffmq.X8","ffmq.X9","ffmq.X10","ffmq.X11","ffmq.X12","ffmq.X13","ffmq.X14","ffmq.X15","ffmq.X16","ffmq.X17","ffmq.X18","ffmq.X19","ffmq.X20","ffmq.X21","ffmq.X22","ffmq.X23","ffmq.X24","ffmq.X25","ffmq.X26","ffmq.X27","ffmq.X28","ffmq.X29","ffmq.X30","ffmq.X31","ffmq.X32","ffmq.X33","ffmq.X34","ffmq.X35","ffmq.X36","ffmq.X37","ffmq.X38","ffmq.X39"
"260", 817,1,35.33021,"f",26.996368,348.6194,3,3,4,5,2,3,1,2,1,4,3,3,3,4,2,3,4,2,4,3,1,3,2,2,2,1,3,3,2,2,2,2,3,2,2,1,2,2,4
"261", 704,1,42.76474,"f",23.926175,444.2724,1,4,3,5,3,1,1,3,5,5,1,2,4,4,1,2,5,3,5,1,4,1,2,5,4,1,1,2,5,5,1,2,4,3,4,1,3,3,5
"262", 594,1,28.13013,"m",21.056336,435.1443,4,3,4,4,2,4,2,2,3,5,4,3,2,4,4,4,3,4,2,4,3,3,3,3,4,4,4,1,4,3,3,2,5,4,3,4,5,2,3
"263", 801,1,31.74071,"f",18.176202,350.0500,2,4,3,3,2,2,3,3,4,1,2,4,1,1,1,4,4,3,3,2,3,4,1,4,3,1,4,2,5,2,1,4,5,3,1,3,4,1,1
"264", 724,1,42.06536,"f",19.787432,417.6561,2,3,3,3,3,2,4,5,3,1,3,2,2,4,2,3,3,4,3,2,3,4,2,4,1,2,4,3,5,2,3,4,5,4,3,3,5,4,3
"265", 628,1,21.93565,"m",21.164692,439.5074,2,1,2,3,2,3,3,3,4,2,1,2,1,1,1,1,2,3,2,3,4,4,1,4,3,1,5,2,3,3,1,2,4,2,1,3,3,1,3
"266", 798,1,48.97297,"f",21.917607,439.0482,1,2,2,2,4,2,3,5,3,3,1,3,3,2,1,2,2,2,2,1,5,3,4,3,2,1,3,4,4,1,1,2,3,4,3,1,2,2,4
"267", 599,1,41.29031,"f",21.556320,328.4870,2,1,1,5,1,1,3,1,3,5,1,3,1,3,1,4,4,1,4,2,5,5,1,4,4,1,5,1,4,5,1,3,4,1,4,1,2,2,3
"268", 504,1,32.10412,"m",22.192192,413.2569,3,1,3,2,2,2,1,3,3,3,3,2,3,5,3,2,2,2,2,2,2,2,4,4,2,3,1,4,4,5,3,4,1,3,2,2,2,3,1
"269", 499,1,32.09838,"m",20.620372,416.2847,1,5,5,3,2,1,3,4,5,5,1,5,4,5,1,3,5,3,2,1,4,5,3,4,3,1,3,4,3,5,1,3,3,3,5,3,4,3,5
"270", 163,1,31.34622,"m",14.624622,396.1366,3,4,3,4,4,1,4,3,4,3,2,4,2,4,1,3,3,4,2,2,4,4,4,4,2,2,5,3,3,4,1,4,4,5,4,3,3,5,3
"271", 236,1,19.54663,"m",19.933582,456.7839,3,3,1,3,3,1,3,1,2,2,2,3,2,3,3,3,3,3,3,1,3,4,3,3,4,1,2,1,4,1,3,3,4,2,2,2,3,3,3
"272", 312,1,30.90376,"m",22.235153,385.3891,2,4,3,2,3,1,5,3,1,2,1,4,2,3,1,3,2,1,3,2,3,5,1,2,2,3,5,4,2,3,1,4,3,3,3,2,4,1,2
"273", 625,1,31.95577,"m",23.970519,398.6023,1,1,2,4,5,3,2,2,3,4,4,1,4,3,3,1,4,3,5,3,4,2,2,4,4,4,1,1,3,1,4,2,4,3,3,3,3,2,4
"274", 190,1,45.45507,"f",20.675235,502.9122,3,2,4,3,3,3,1,3,3,4,3,1,5,5,2,2,5,5,3,3,2,1,5,5,5,3,1,4,4,4,4,2,3,3,4,3,1,4,4
"275", 672,1,37.85395,"m",22.526890,391.6598,3,2,3,4,3,2,4,2,5,2,3,3,3,2,3,4,1,3,4,4,4,2,5,4,5,3,3,2,5,3,2,3,3,5,2,3,5,3,2
"276", 383,1,20.71634,"m",19.081300,428.6262,1,2,3,4,5,1,3,2,2,1,2,2,1,2,3,2,1,4,4,1,4,2,4,5,2,2,1,3,3,4,2,2,1,2,3,1,1,3,3
"277", 378,1,43.79802,"f",17.634382,413.9233,1,2,3,1,4,2,1,3,2,3,1,1,4,5,1,2,2,3,4,1,2,3,4,2,3,2,2,3,2,4,1,1,3,3,3,3,1,3,3
"278", 863,1,43.94462,"m",19.474230,437.0666,4,2,3,4,2,3,3,1,5,3,4,3,2,2,4,1,2,1,5,4,3,2,4,2,2,4,3,3,3,3,4,1,4,2,2,4,3,2,3
"279", 723,1,28.02213,"f",15.459113,329.4007,4,3,5,5,3,4,4,3,2,3,4,5,5,2,4,4,4,5,2,4,2,3,4,1,5,4,4,5,1,5,2,4,1,3,5,3,5,4,4
"280", 523,1,32.56307,"f",28.446813,364.1713,1,2,4,3,2,3,2,2,2,3,2,1,1,3,1,2,2,4,3,1,2,3,3,3,4,1,3,1,5,1,1,2,2,1,2,3,2,2,2
"281", 907,1,23.81976,"m",23.960324,388.8731,2,3,1,2,1,4,2,1,3,3,2,4,1,3,4,5,1,1,3,2,3,4,1,3,1,1,3,1,3,2,4,2,3,1,2,4,1,1,1
"282",  51,1,35.70661,"f",23.592512,425.0869,2,4,2,4,2,1,2,2,4,2,1,4,2,3,1,4,3,1,5,1,4,3,2,5,4,2,4,1,3,4,1,3,4,4,4,1,3,1,3
"283", 670,1,54.01921,"f",10.935407,416.9818,4,2,3,1,4,4,2,4,2,4,4,4,4,2,4,2,2,5,1,4,1,3,4,1,4,4,3,5,2,3,4,4,2,5,3,4,3,3,3
"284", 769,1,47.61761,"f",14.793720,381.1035,2,3,1,1,4,2,3,3,2,3,4,4,3,3,1,5,2,2,3,2,2,4,5,1,3,2,4,3,3,3,3,5,3,4,3,4,5,3,4
"285", 951,1,42.47581,"f",14.648585,384.2407,1,3,2,1,4,1,5,3,1,4,1,2,1,4,1,5,2,3,3,1,2,1,4,2,2,1,2,3,2,4,1,1,4,1,5,1,3,3,4
"286", 938,1,53.90524,"f",22.128489,384.8789,4,5,5,4,3,3,2,4,5,5,4,4,4,5,3,3,4,4,4,1,5,3,4,5,5,3,4,5,3,4,4,3,5,4,3,3,3,4,5
"287", 663,1,35.38337,"f",13.360265,489.0163,1,3,1,3,2,1,3,3,4,1,1,3,4,2,2,1,1,5,3,1,4,2,3,2,1,1,3,4,3,3,2,1,2,2,1,3,2,2,1
"288", 761,1,52.78753,"m",17.589392,415.5957,4,3,4,4,5,3,4,2,2,2,4,3,3,3,3,3,4,2,1,4,1,5,2,1,3,3,2,3,2,4,3,3,2,4,4,4,2,4,4
"289", 839,1,43.83706,"m",19.789417,474.9450,2,1,5,5,5,4,2,3,4,5,2,2,2,5,2,4,5,5,5,2,4,2,4,3,4,1,1,5,4,4,4,4,3,5,5,2,2,5,4
"290", 900,1,33.67484,"m",18.754103,393.4842,3,5,3,2,4,4,5,4,3,3,4,4,5,3,4,2,1,5,2,4,3,5,2,2,5,4,3,4,2,2,4,2,2,2,3,4,3,5,2
"291",  94,1,47.45546,"f",12.821994,397.4093,3,3,3,5,1,2,3,1,5,2,1,2,1,4,1,2,1,2,5,3,5,3,3,4,1,3,5,2,5,1,4,4,3,2,3,2,4,1,2
"292", 508,1,33.31151,"m",15.870634,364.3183,2,3,4,4,4,3,1,3,2,1,3,1,3,3,1,1,3,3,3,2,4,1,3,3,1,1,2,3,3,3,2,1,2,5,4,1,2,4,3
"293", 783,1,47.83951,"m",21.774509,392.1704,1,5,1,3,3,1,5,2,4,2,1,4,3,2,1,4,2,3,4,3,5,5,2,2,1,1,3,1,5,1,1,5,5,2,2,1,4,3,3
"294", 701,1,42.07536,"m",19.508572,425.1912,4,3,2,4,1,4,5,3,3,2,4,3,3,1,4,5,1,2,2,3,1,5,2,4,1,3,4,2,3,1,4,5,1,3,4,4,5,2,1
"295", 619,1,23.98272,"m",24.697890,410.7358,4,2,5,4,4,2,1,4,4,5,2,2,3,4,3,2,3,2,4,3,3,2,2,4,4,2,3,4,4,5,2,3,2,4,4,4,1,5,5
"296", 219,1,28.88768,"f",20.111332,392.9576,1,1,4,3,1,2,1,1,3,2,2,1,1,3,1,1,5,1,2,1,2,1,1,5,4,2,1,1,1,4,1,1,2,2,3,1,1,1,4
"297", 691,1,52.52260,"m",14.840685,391.4972,1,3,1,1,3,3,2,2,3,3,2,3,3,1,1,3,3,1,1,1,3,1,2,3,1,1,2,3,2,3,3,3,2,5,1,1,3,3,2
"298", 414,1,22.92193,"m",26.567859,432.5623,2,3,4,4,3,1,2,5,4,4,1,1,5,4,1,1,4,4,4,2,3,2,4,2,5,1,1,5,4,1,2,1,5,5,5,1,1,4,5
"299", 428,1,44.83910,"f",11.442851,418.2795,1,3,4,4,5,2,2,5,3,4,1,5,5,3,3,3,3,5,3,1,5,5,3,5,4,1,4,4,2,2,1,3,5,5,4,1,3,4,2
"300", 517,1,47.58503,"f",17.261971,395.9867,1,5,3,4,3,3,4,5,5,4,1,2,2,4,2,5,4,3,3,1,4,2,5,3,5,3,4,4,4,5,3,3,3,4,5,3,4,3,5
"301", 354,1,34.16112,"m",19.189793,496.8083,2,3,1,5,2,2,3,1,5,2,2,1,1,1,2,2,1,1,2,2,4,2,1,5,3,1,1,3,5,1,1,2,4,1,2,1,3,2,2
"302", 597,1,25.77493,"f",19.910289,369.0876,1,3,4,3,4,1,4,2,1,2,2,5,2,4,1,3,1,5,3,1,3,4,4,2,3,2,5,2,1,1,2,4,1,4,3,1,4,2,2
"303", 415,1,19.82337,"m",25.022696,520.4681,1,4,3,2,3,1,3,3,1,3,1,3,1,2,3,3,4,3,2,1,1,3,5,1,2,1,4,3,2,3,3,4,4,4,4,2,2,2,2
"304",  77,1,33.02767,"m",17.552234,441.6032,3,2,2,3,4,4,3,4,3,4,3,2,4,2,4,3,3,4,2,3,5,2,4,4,3,4,4,5,5,4,4,4,3,3,4,4,2,3,4
"305", 601,1,47.45403,"m",12.932699,464.0534,3,2,1,3,4,4,5,5,3,1,4,3,3,3,3,5,1,4,1,4,2,3,3,1,2,4,4,5,1,2,4,5,2,3,2,3,4,5,2
"306", 664,1,32.11331,"m",19.164769,433.8303,2,4,4,4,2,1,4,2,1,2,1,2,3,1,1,3,2,1,1,1,1,2,3,2,2,1,5,2,4,4,1,4,4,2,2,1,1,1,2
"307", 820,1,43.72816,"m",19.882136,457.0499,3,5,3,4,3,2,2,5,4,5,3,5,3,4,3,3,5,3,1,2,5,4,5,5,4,2,4,2,4,4,3,5,4,4,4,3,4,5,4
"308", 805,1,20.29393,"m",25.749161,427.0971,1,4,3,5,2,1,3,2,5,3,1,4,2,2,1,3,2,1,5,2,5,3,1,5,2,1,3,3,3,4,2,1,5,2,3,1,4,3,3
"309", 757,1,20.73577,"f",18.751060,372.7944,1,2,1,5,4,4,1,4,4,2,2,2,5,3,2,1,3,3,4,1,4,2,2,3,3,2,1,4,5,3,2,3,3,5,2,3,2,3,2
"310", 218,1,33.60217,"m",19.769181,407.3070,3,5,2,4,4,3,4,4,5,3,3,5,2,2,2,5,2,3,3,4,4,5,4,5,2,2,4,2,4,2,2,5,3,3,1,3,5,5,4
"311", 741,1,53.87646,"f",13.738476,418.8987,2,1,5,5,4,3,2,5,4,2,3,5,4,2,1,4,5,4,4,3,3,4,5,4,2,2,1,4,4,3,2,3,2,5,2,1,5,3,4
"312", 260,1,18.08649,"m",18.784384,416.5332,1,2,5,3,2,1,3,3,2,5,1,3,4,4,1,2,5,5,3,1,2,2,3,2,5,1,3,5,2,5,2,3,4,4,5,1,2,4,5
"313", 743,1,24.69197,"f",20.946811,418.3914,1,5,4,3,1,1,4,2,4,4,2,5,2,2,2,5,2,1,3,2,4,5,2,4,2,3,4,1,4,2,4,5,3,3,3,1,4,2,4
"314", 810,1,41.57981,"m",22.322254,413.2430,1,2,5,5,1,2,2,3,5,5,1,3,5,4,4,1,5,4,5,1,5,1,4,5,5,1,2,4,5,5,1,1,5,3,5,1,1,3,2
"315", 903,1,18.35037,"f",22.264662,345.6975,1,1,3,4,5,1,4,4,2,5,1,2,5,4,1,2,5,2,4,1,4,3,4,3,3,1,2,4,4,4,1,3,4,4,3,2,3,3,5
"316", 237,1,48.59349,"m",13.148143,431.2694,1,4,1,1,3,3,4,2,1,1,2,3,3,1,3,5,2,2,1,1,1,4,4,1,1,2,4,3,1,1,3,5,1,4,1,1,5,1,1
"317", 431,1,40.83322,"f", 9.563508,371.4946,1,3,1,3,2,2,2,1,4,3,1,3,2,3,1,3,3,1,2,1,3,3,1,3,2,1,2,2,2,1,1,2,5,1,2,2,4,1,1
"318", 267,1,20.38620,"f",25.223446,457.3283,1,2,4,3,1,4,4,1,2,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,4,4,3,2,3,2,4,4,4,2,3,2,3,2,4
"319", 145,1,51.77804,"f",17.772457,402.4292,3,1,4,2,2,1,2,2,2,5,2,3,4,5,1,4,5,4,2,2,3,2,3,1,5,2,4,1,3,4,2,1,1,3,4,2,2,4,5
"320", 436,1,21.46004,"m",22.796583,356.4938,3,4,2,5,2,3,3,2,3,4,2,3,1,5,3,3,3,1,3,2,5,2,2,2,5,3,2,1,2,4,3,3,4,2,3,3,4,1,4
"321", 231,1,22.08764,"m",19.884972,409.1823,2,4,4,4,1,3,3,3,3,4,1,5,3,2,1,3,4,2,4,3,2,4,3,4,4,2,4,2,2,3,2,3,2,1,4,2,4,3,3
"322", 750,1,33.24951,"m",23.097422,371.9429,4,4,4,4,2,2,5,1,2,3,3,3,5,3,3,4,3,2,4,1,3,5,3,4,2,1,4,3,3,3,2,3,4,2,4,1,3,3,1
"323",  97,1,45.55951,"m",14.000949,314.5704,1,4,2,2,2,1,1,3,3,3,4,1,4,1,1,1,2,5,2,1,1,1,3,2,2,2,1,3,2,2,3,1,1,5,4,1,1,3,1
"324", 992,1,36.59247,"m",20.214080,316.9589,1,2,4,3,5,1,4,3,1,3,3,4,5,3,2,5,3,4,3,1,1,3,4,3,4,2,5,3,3,5,1,3,3,4,3,1,5,4,4
"325", 971,1,20.43860,"f",21.408862,425.3387,3,4,4,2,3,3,3,2,3,5,1,5,3,3,1,3,4,3,3,2,1,4,2,2,4,1,3,3,3,3,2,3,2,2,4,2,4,1,4
"326",  20,1,36.90252,"nb",24.759587,295.8705,1,3,1,5,5,2,2,4,4,1,1,2,3,1,1,3,4,3,5,1,5,2,5,3,2,1,3,3,4,2,1,3,3,5,4,2,2,5,3
"327", 472,1,45.85825,"m",13.515986,424.1185,4,5,3,1,3,3,5,4,3,2,3,4,4,1,3,3,1,2,2,4,2,5,2,1,3,2,5,4,1,2,4,3,1,2,2,4,5,4,1
"328",  38,1,46.32978,"f",24.162483,313.3391,1,3,1,3,5,2,3,5,5,1,2,2,5,4,1,2,1,2,1,1,2,3,3,3,4,1,2,4,5,1,1,3,4,5,2,1,3,4,1
"329", 806,1,37.63365,"m",13.421918,249.7213,4,2,3,1,1,3,1,2,1,2,2,1,4,3,4,1,3,3,3,3,3,2,2,2,3,4,2,2,3,1,4,2,1,1,3,4,1,4,3
"330", 443,1,35.38870,"m",11.527857,471.7182,3,2,4,2,5,3,2,3,5,2,2,2,4,5,3,1,2,4,3,1,4,1,3,3,3,4,1,3,3,4,2,4,3,4,5,3,3,5,2
"331", 844,1,37.50993,"f",19.959814,308.6568,1,3,2,4,5,1,3,5,3,2,1,3,4,4,1,4,3,4,4,1,3,3,5,4,1,1,2,4,5,2,1,2,4,4,2,2,3,5,1
"332",  28,1,24.40601,"m",19.819444,472.2595,3,5,4,3,4,2,5,1,2,2,4,5,2,3,3,5,3,3,2,3,2,5,3,1,4,3,3,2,2,4,2,5,3,2,3,1,5,2,1
"333", 226,1,26.12276,"f",18.863996,314.5332,4,4,3,4,2,1,4,2,5,4,4,5,2,3,2,5,2,2,4,4,4,4,2,3,5,2,3,2,5,3,1,2,5,1,2,1,3,2,3
"334",  31,1,54.65649,"f",20.516684,408.5767,2,3,5,1,3,2,3,2,2,5,2,3,4,3,1,5,3,4,5,1,4,3,4,4,5,2,3,5,5,4,1,5,3,3,5,1,3,5,4
"335", 719,1,35.52969,"m",12.972487,343.0396,4,2,1,4,1,4,4,2,4,1,4,4,3,3,4,2,2,3,4,2,5,2,2,5,2,4,3,2,4,2,4,2,5,2,1,4,2,3,1
"336", 114,1,30.92511,"m",20.697916,409.3984,1,3,4,5,3,3,2,3,2,3,3,1,4,3,1,2,2,1,2,3,3,1,2,3,5,1,1,4,2,2,2,2,2,2,4,2,3,2,5
"337", 490,1,51.88697,"m",16.393290,442.2821,2,1,4,3,1,2,2,1,3,5,2,2,1,3,2,3,4,1,3,1,2,2,2,3,3,1,2,2,3,3,2,3,4,3,4,2,4,3,5
"338", 960,1,50.61370,"m",16.314244,404.0861,2,3,4,3,4,3,4,4,3,5,2,4,3,1,2,4,3,3,5,2,5,3,2,5,4,1,4,3,3,3,2,4,3,4,2,3,4,2,4
"339", 287,1,47.16371,"f",14.336063,341.4675,3,5,3,2,3,2,4,3,4,2,1,4,2,2,2,4,3,4,2,1,3,3,4,2,1,2,4,4,2,3,1,4,3,2,1,2,5,3,1
"340", 882,1,24.69295,"f",16.860409,373.5859,1,2,1,1,4,1,2,5,2,2,2,1,4,1,2,2,2,5,3,2,1,4,4,1,3,3,4,5,2,2,2,1,3,1,3,2,2,5,3
"341", 953,1,37.18157,"m",19.114095,480.1321,1,4,4,4,2,1,3,2,4,3,3,3,2,4,2,3,1,1,3,2,2,4,1,3,3,1,5,2,4,5,1,1,3,2,5,1,3,1,3
"342", 955,1,26.62200,"m",17.618158,358.0846,4,1,3,5,1,2,2,4,4,2,1,4,2,3,1,5,5,1,5,3,4,3,2,4,5,1,3,1,5,4,2,2,4,4,4,4,1,2,2
"343", 602,1,53.40776,"f",14.439366,330.5884,3,5,2,1,5,2,4,4,2,2,2,5,2,1,2,5,3,4,4,3,3,5,5,3,1,4,5,3,4,3,3,4,2,4,2,4,5,3,3
"344", 728,1,38.62221,"f",18.189840,398.8918,4,3,1,3,5,1,5,5,4,1,4,3,4,1,3,4,1,4,2,3,4,3,5,3,1,4,2,5,5,1,3,3,1,5,2,2,4,5,1
"345", 418,1,50.69613,"m",22.059438,291.4976,3,4,4,4,2,3,4,4,4,4,3,4,2,5,2,5,4,1,4,4,3,3,4,3,5,1,5,2,4,4,2,5,4,4,5,2,4,4,5
"346", 413,1,54.40913,"m",12.543341,398.9759,1,2,2,1,1,1,1,3,1,3,1,2,3,1,1,3,1,3,1,1,1,3,2,1,1,1,2,2,1,2,1,1,1,2,2,2,3,1,1
"347", 589,1,30.97460,"m",15.289960,325.2166,1,3,2,4,1,3,3,1,4,3,3,3,1,2,3,2,3,4,2,2,3,2,2,1,3,1,3,2,3,2,2,3,2,4,3,1,2,1,4
"348", 521,1,18.60567,"m",19.008552,398.6884,1,1,2,4,3,1,1,4,2,2,1,1,5,2,1,1,1,4,5,1,5,3,4,5,2,1,1,3,4,3,2,2,4,2,4,1,2,4,3
"349", 760,1,40.04482,"m",19.393196,340.7945,1,2,3,3,1,2,3,2,1,3,2,3,5,3,3,4,4,1,3,2,1,2,2,2,4,2,2,3,1,2,2,5,1,4,4,3,4,5,3
"350", 112,1,43.06031,"f",22.895185,379.6338,1,3,4,3,5,2,3,5,2,4,1,3,5,5,1,3,5,4,2,2,1,4,5,2,4,1,5,3,1,4,1,4,1,4,5,4,1,4,5
"351", 360,1,19.58035,"f",19.184548,424.2707,2,2,2,2,5,3,3,3,2,1,2,3,4,1,4,3,2,4,3,3,2,2,5,4,1,4,1,5,3,1,1,3,4,5,1,4,3,3,1
"352", 345,1,19.73492,"f",20.625522,363.9671,2,5,3,1,2,1,4,2,2,2,2,4,2,5,2,5,4,2,2,4,1,1,1,2,2,1,4,5,2,3,3,3,1,4,3,3,5,4,2
"353",   5,1,33.32264,"f",19.251019,344.0274,3,4,3,4,4,3,4,3,4,1,2,3,2,4,1,2,3,1,4,1,3,3,2,2,4,1,2,5,5,2,2,2,5,4,2,3,4,4,2
"354", 803,1,51.53591,"f",17.812372,373.4576,2,3,2,3,3,4,2,3,4,4,3,3,3,4,2,2,4,4,3,2,4,4,2,5,3,1,2,3,4,3,3,3,5,3,4,2,2,4,4
"355", 636,1,36.26639,"f",13.982031,290.0644,2,3,1,4,2,1,1,1,2,1,2,1,2,1,1,1,1,3,4,1,5,5,2,4,1,1,3,2,4,1,1,2,5,3,1,1,2,3,1
"356", 564,1,37.71420,"f",17.238627,411.0000,1,2,3,4,3,3,1,3,3,2,1,2,3,2,1,1,1,2,1,3,3,1,5,4,2,1,1,4,2,3,1,2,2,3,3,1,2,5,3
"357", 449,1,18.15323,"f",20.767913,412.6462,1,3,4,3,2,2,4,3,3,3,1,3,1,3,2,2,1,4,2,1,1,2,2,3,2,1,3,2,1,2,1,2,1,2,3,1,2,3,4
"358", 297,1,23.42906,"nb",18.050652,408.6040,1,2,1,4,4,1,3,4,3,4,1,3,2,3,1,3,2,1,4,1,5,2,2,3,3,1,1,2,3,3,1,2,3,1,1,2,4,1,4
"359", 995,1,38.45728,"m",19.739037,435.3306,3,4,2,4,5,1,2,5,4,1,1,3,5,1,3,3,1,4,3,2,4,4,5,5,2,1,3,5,2,1,1,2,3,4,1,3,4,5,1
"360", 615,1,44.83598,"m",20.708100,386.3551,1,2,3,5,3,4,2,4,3,4,1,5,4,3,3,4,3,5,5,1,5,3,2,4,2,3,3,3,5,2,2,3,5,5,3,3,2,5,2
"361", 524,1,18.07826,"f",17.731156,387.5975,2,3,5,1,4,4,4,3,1,3,2,5,3,4,1,3,5,3,4,2,3,3,4,3,5,1,3,2,4,3,3,3,4,2,3,1,1,3,2
"362", 979,1,34.87405,"f",18.681463,435.7199,3,3,1,3,4,1,4,4,4,1,1,4,2,2,4,3,3,5,5,1,4,3,3,2,1,2,2,4,5,3,1,3,5,4,5,3,3,3,3
"363", 333,1,54.26962,"m",15.871066,299.4834,1,2,4,4,1,2,1,2,5,5,2,1,3,5,1,2,4,4,1,2,3,2,4,3,2,1,1,3,4,5,1,3,5,2,3,3,1,2,5
"364", 989,1,39.99389,"f",17.282403,328.7265,1,3,5,5,1,1,4,3,3,1,2,3,1,2,1,1,3,3,2,1,4,2,3,5,5,2,1,2,5,2,1,2,2,3,5,2,1,3,5
"365", 653,1,25.19054,"f",21.788939,440.6327,1,3,4,4,5,3,1,5,3,3,1,4,5,2,2,2,5,5,5,1,3,3,5,3,3,2,3,5,3,5,2,4,3,3,4,3,3,5,4
"366", 464,1,38.61372,"f",19.178618,449.3325,4,3,2,4,2,1,2,4,3,2,2,1,5,2,2,1,4,3,2,2,3,3,5,5,2,2,3,4,4,3,2,4,4,5,3,1,2,4,2
"367", 198,1,49.96445,"m",22.675847,469.9583,1,1,4,4,5,2,1,2,1,2,2,2,3,5,1,3,4,5,3,2,3,1,3,2,4,2,1,3,3,5,1,3,3,3,2,1,3,1,2
"368", 102,1,27.06658,"m",18.682525,280.5428,1,4,1,3,4,1,4,3,3,2,1,4,4,2,1,5,2,5,4,2,4,4,4,2,2,3,1,3,3,1,1,4,5,3,1,1,3,3,2
"369", 461,1,39.88066,"m",16.828173,390.8921,2,3,1,4,1,3,4,2,3,2,2,4,2,1,2,2,3,1,4,2,3,2,2,4,2,2,2,1,3,3,1,1,3,2,2,2,2,1,5
"370", 422,1,33.85596,"f",24.180642,364.7197,3,1,1,4,4,3,2,3,5,2,2,1,4,2,1,1,1,3,2,3,2,3,1,3,1,2,2,3,3,1,1,2,2,3,2,4,1,3,1
"371", 179,1,35.27215,"m",25.154445,444.2651,3,5,2,2,5,1,3,4,2,2,3,2,3,1,4,5,2,5,4,3,2,3,3,3,5,4,3,4,3,1,4,4,1,3,1,2,5,5,2
"372", 178,1,39.92568,"m",17.971559,317.9865,3,1,2,4,1,3,2,1,2,3,4,2,1,4,4,3,2,1,3,3,4,1,1,5,1,4,2,2,4,3,4,2,4,1,2,4,3,1,3
"373",   6,1,32.88966,"m",15.075466,469.5753,2,4,3,1,1,2,5,1,3,3,1,4,1,2,1,5,2,1,1,2,1,4,1,3,3,2,4,1,1,3,1,4,1,1,3,1,5,1,2
"374", 374,1,26.11616,"f",22.986985,489.0074,2,5,3,2,4,1,5,4,3,2,2,5,5,4,2,4,3,5,5,1,5,5,2,3,4,2,5,3,3,3,3,4,3,4,3,2,4,5,4
"375", 535,1,29.14263,"m",22.321956,424.2514,2,2,2,3,1,3,2,1,3,3,4,1,3,3,4,2,3,1,4,3,2,3,2,4,4,4,3,2,5,2,2,2,2,1,3,2,2,3,3
"376", 906,1,40.12142,"f",20.111568,390.3550,3,3,3,2,4,4,2,3,3,4,4,1,4,3,4,2,2,2,3,3,2,3,1,2,3,3,2,4,2,3,3,3,4,2,4,3,1,3,1
"377", 864,1,20.64075,"m",21.882821,478.6640,2,2,2,1,3,2,1,3,3,2,3,2,2,3,2,4,4,3,3,1,3,2,2,1,3,2,3,3,2,4,3,2,2,4,4,2,2,4,2
"378", 548,1,31.21185,"f",22.907411,384.5166,3,3,3,3,2,1,3,5,3,5,1,3,4,4,3,3,2,4,1,1,1,4,4,3,2,3,3,2,2,5,3,4,2,2,4,2,2,5,3
"379", 895,1,21.20802,"m",24.185133,435.5882,3,5,4,1,5,1,4,5,3,4,1,5,3,1,1,5,3,4,1,1,5,5,4,5,3,1,5,5,3,3,1,4,2,5,4,1,3,5,2
"380", 209,1,39.26600,"m",21.615701,460.7516,1,5,3,2,5,1,2,3,5,3,1,3,5,2,1,4,4,4,5,1,3,3,3,3,1,3,3,4,5,5,1,5,5,3,2,1,5,5,4
"381", 929,1,41.93598,"f",19.668995,414.1731,1,3,1,3,2,2,3,5,2,3,1,1,3,5,2,2,4,2,2,1,2,1,2,2,3,1,4,4,2,2,1,3,2,5,3,1,2,3,3
"382", 478,1,52.74393,"m",16.293725,398.7090,1,3,4,3,3,2,3,4,3,3,1,4,4,3,3,5,3,3,2,2,2,3,4,3,3,4,3,2,4,3,2,4,2,3,4,3,4,2,3
"383", 682,1,19.45386,"f",25.413827,430.3183,3,2,3,3,2,2,3,1,3,5,1,3,1,3,4,1,3,3,2,2,4,3,3,3,2,2,2,4,3,4,3,3,4,4,4,2,3,4,1
"384", 627,1,32.96896,"f",19.783313,313.7243,2,3,2,4,3,1,2,3,3,3,3,1,3,4,2,4,2,2,3,3,3,3,2,3,5,3,3,2,2,4,2,1,3,3,4,3,2,3,2
"385", 410,1,46.59980,"m",22.885435,387.8578,1,5,2,2,5,3,5,4,5,3,1,5,5,2,2,5,2,5,3,1,3,5,5,5,1,1,5,5,1,1,1,5,5,4,2,1,5,5,1
"386", 896,1,54.81878,"f",17.208376,445.2188,1,4,2,1,3,1,1,2,1,3,1,4,3,3,1,2,5,4,1,1,1,1,4,1,4,1,2,2,1,4,1,4,1,2,2,1,1,2,4
"387", 132,1,23.62331,"f",27.083215,323.7400,2,3,5,1,3,1,3,5,2,3,1,1,4,4,4,4,5,3,4,3,3,3,2,4,4,2,1,5,4,4,1,3,3,3,5,2,4,2,4
"388", 465,1,23.35023,"m",26.881173,268.2304,4,1,1,1,4,4,2,3,2,2,4,2,4,2,4,3,3,5,1,4,3,1,2,3,1,4,3,4,3,3,4,1,3,4,2,3,1,2,4
"389", 486,1,53.45047,"f",13.691905,458.2641,1,3,2,1,4,2,4,2,3,3,3,5,1,3,1,3,2,2,1,1,3,3,2,2,2,1,5,3,2,1,1,5,3,4,3,2,4,2,4
"390", 417,1,22.63513,"f",19.842104,415.1855,1,4,4,1,3,1,4,4,1,3,1,4,2,2,1,4,3,3,1,2,1,3,5,1,5,2,5,3,2,2,2,4,1,1,4,3,3,3,2
