"","id","group","age","gender","ffmq.X1","ffmq.X2","ffmq.X3","ffmq.X4","ffmq.X5","ffmq.X6","ffmq.X7","ffmq.X8","ffmq.X9","ffmq.X10","ffmq.X11","ffmq.X12","ffmq.X13","ffmq.X14","ffmq.X15","ffmq.X16","ffmq.X17","ffmq.X18","ffmq.X19","ffmq.X20","ffmq.X21","ffmq.X22","ffmq.X23","ffmq.X24","ffmq.X25","ffmq.X26","ffmq.X27","ffmq.X28","ffmq.X29","ffmq.X30","ffmq.X31","ffmq.X32","ffmq.X33","ffmq.X34","ffmq.X35","ffmq.X36","ffmq.X37","ffmq.X38","ffmq.X39","ic_scoops","ic_rt"
"260", 157,1,51.56386,"f",1,4,5,5,4,1,2,4,4,5,1,4,5,4,1,2,2,5,4,1,4,3,5,5,4,1,2,4,5,5,1,4,5,4,5,1,3,5,3,21.391740,388.0724
"261", 282,1,38.23993,"m",1,2,3,1,3,2,2,4,2,2,3,3,5,3,3,1,2,5,1,2,2,1,5,3,2,1,1,4,1,4,3,1,2,4,4,2,2,4,3,21.338377,398.2314
"262", 882,1,29.05521,"m",2,1,3,4,1,4,1,1,1,3,4,2,4,5,4,1,4,1,3,4,4,2,2,2,3,3,3,2,2,3,3,1,3,1,3,4,3,1,1,22.804100,445.5894
"263", 459,1,32.57562,"m",1,2,3,1,5,1,2,4,2,4,1,2,5,1,3,3,3,5,3,2,4,2,5,1,3,1,2,4,1,3,1,2,3,4,4,1,4,4,3,21.739527,374.4626
"264", 683,1,35.57410,"m",1,4,4,3,2,3,3,1,4,3,1,3,3,2,1,1,5,1,3,1,3,1,3,4,4,2,1,2,4,4,1,1,1,1,3,1,3,2,5,18.499123,352.5633
"265", 992,1,45.38421,"m",1,3,4,2,3,1,2,2,3,5,1,3,4,3,1,2,5,1,1,1,3,2,3,1,5,1,3,2,1,5,1,1,1,3,4,1,4,2,4,16.790354,326.3121
"266", 955,1,36.53490,"f",1,3,4,5,3,4,5,2,5,4,3,5,1,4,4,4,4,3,5,1,5,4,3,5,4,2,5,2,5,4,3,4,5,2,3,2,5,2,5,19.969111,429.0534
"267", 511,1,19.03039,"f",1,3,3,4,1,1,4,3,3,4,3,4,1,3,1,5,4,2,3,1,2,5,4,3,4,1,4,3,4,2,1,4,1,3,2,1,5,3,4,23.653959,433.1873
"268", 580,1,20.43034,"m",2,2,2,4,5,3,1,4,2,4,1,1,5,1,2,4,1,4,2,1,1,1,3,3,1,1,2,3,3,4,4,2,1,2,1,1,3,4,1,21.065620,391.1499
"269", 403,1,42.15686,"m",1,3,2,4,4,2,3,5,2,3,2,2,5,3,1,2,2,5,1,3,1,3,3,2,1,1,2,5,2,2,2,3,1,3,1,2,4,4,3,19.911800,312.8840
"270", 141,1,36.70543,"m",1,3,5,4,1,1,3,4,5,4,1,3,2,3,1,1,3,2,4,2,5,5,1,4,4,1,4,3,3,3,1,2,3,2,3,2,3,2,2,24.227943,407.7004
"271", 848,1,31.35842,"f",4,4,3,5,4,3,3,2,5,3,2,3,2,3,3,4,1,1,4,3,4,3,4,4,3,1,4,3,3,3,4,4,5,2,1,4,3,1,1,21.119994,418.0451
"272", 582,1,49.92888,"f",1,4,3,2,1,1,4,4,1,4,1,3,4,3,1,3,3,5,3,1,2,3,4,2,2,1,2,4,2,4,1,4,3,5,2,2,5,4,1,12.139321,366.2439
"273", 758,1,21.51904,"f",3,3,3,4,3,4,2,4,4,3,4,3,4,3,3,4,2,5,4,4,2,3,4,3,3,4,4,4,4,3,3,3,3,3,2,3,3,5,3,24.018662,359.2801
"274", 738,1,29.29000,"f",3,1,3,4,3,1,3,2,4,3,1,2,4,4,3,1,2,1,3,2,3,3,3,3,3,2,1,3,5,3,3,2,5,1,5,2,5,2,4,23.659850,361.9229
"275", 121,1,19.20928,"f",1,5,1,2,4,1,5,4,1,2,1,5,5,2,1,5,1,3,2,1,1,3,3,1,4,1,4,4,1,1,1,2,2,3,1,2,5,4,2,25.648034,422.7701
"276", 430,1,29.75813,"f",3,3,2,5,3,3,2,2,5,2,2,3,3,4,2,2,2,2,3,3,5,4,2,5,3,2,2,4,4,4,1,2,5,1,3,2,4,3,1,23.442342,310.9850
"277", 264,1,49.87813,"m",4,3,2,3,5,4,4,2,3,2,1,2,5,1,3,4,3,4,1,1,3,3,4,4,1,3,2,3,3,3,1,2,2,2,3,1,4,5,1,15.085244,410.4148
"278", 726,1,41.44403,"f",2,3,4,3,3,1,3,1,3,5,2,3,3,2,3,5,1,1,4,1,2,3,1,3,2,1,3,1,4,3,4,4,2,1,5,1,3,1,3,21.018383,388.3930
"279", 885,1,54.63100,"m",2,2,3,1,3,3,3,3,3,4,2,1,5,3,4,1,4,5,1,2,5,2,5,2,2,2,2,5,3,4,1,3,2,2,4,3,1,4,3,18.318880,344.3936
"280",  56,1,52.28126,"m",2,2,2,2,2,3,2,4,4,4,2,3,1,2,3,2,4,4,3,1,4,3,3,4,4,2,1,2,3,3,2,2,2,3,3,1,1,3,3,14.849835,342.9930
"281", 702,1,51.56727,"m",4,2,4,2,2,3,4,3,4,3,1,3,2,3,4,3,1,3,5,2,2,3,3,3,1,4,1,3,5,2,2,2,4,2,5,1,1,5,3,19.138647,436.3742
"282", 487,1,19.84544,"m",1,3,2,5,4,1,5,4,5,2,1,5,4,3,1,5,1,3,5,1,5,5,3,5,1,1,5,4,4,4,1,4,4,3,2,1,5,4,3,27.278662,409.0016
"283",  46,1,23.91697,"f",1,3,2,4,2,1,3,3,1,1,3,3,4,2,2,4,2,2,4,1,3,4,3,4,1,2,4,3,2,1,2,2,2,1,2,1,2,1,1,23.352157,403.0319
"284", 884,1,40.28185,"m",4,3,3,4,3,3,2,3,5,2,3,3,3,3,3,3,3,1,3,4,5,2,1,3,4,2,3,3,4,3,3,4,1,3,2,3,2,3,4,16.225742,353.0955
"285", 682,1,35.60726,"m",2,3,2,4,3,1,3,3,4,4,1,2,2,1,2,3,1,3,3,2,2,5,2,5,1,3,3,3,5,4,1,4,3,4,1,1,3,2,2,20.346347,460.5060
"286", 143,1,45.15490,"m",4,4,4,3,2,3,5,1,4,5,4,4,3,5,4,3,5,3,2,2,1,3,1,3,5,4,5,3,2,5,4,2,3,3,4,3,3,4,5,24.887191,355.4932
"287",  87,1,45.12781,"m",1,1,3,2,3,2,1,3,2,4,1,3,1,1,1,3,2,2,4,3,2,2,1,1,1,2,2,3,1,3,1,1,3,2,2,2,2,3,3,21.034777,427.1042
"288", 939,1,30.48785,"f",2,3,2,4,5,1,2,4,3,3,1,3,4,4,2,3,4,4,4,3,3,2,3,2,3,4,1,1,3,4,1,3,3,4,4,3,3,5,5,16.740677,447.5093
"289", 526,1,38.14732,"m",1,2,4,2,3,2,3,3,3,3,1,2,2,3,2,4,5,3,4,3,3,2,3,2,5,1,3,3,3,4,1,4,2,3,5,3,5,3,2,10.000013,430.7230
"290", 132,1,26.91171,"f",3,3,4,2,3,3,3,1,1,3,1,2,1,1,3,3,4,1,1,1,2,2,1,2,2,3,2,2,1,1,2,1,2,1,3,2,3,1,2,20.564249,368.4891
"291", 802,1,26.30515,"f",1,2,2,4,2,1,2,1,2,3,1,2,1,2,1,1,4,2,2,1,3,1,2,3,3,1,1,3,3,2,1,1,3,2,2,2,2,2,1,17.517155,430.3326
"292", 320,1,42.10902,"nb",1,3,5,5,5,1,3,1,3,3,1,3,5,5,2,3,5,4,4,2,5,5,4,5,5,1,2,3,5,5,2,4,5,5,5,1,3,3,3,26.723399,424.4362
"293", 418,1,53.00626,"m",3,2,1,5,3,2,1,4,3,1,1,4,2,3,4,4,2,2,4,1,1,1,3,2,4,2,2,4,4,1,2,2,3,3,2,4,3,3,1,16.804216,377.8429
"294", 214,1,47.58961,"m",2,3,4,1,4,1,2,4,4,3,1,2,3,5,2,4,2,3,3,2,3,3,4,4,5,1,4,2,2,3,1,3,4,3,4,1,3,3,3, 9.632684,310.1460
"295", 967,1,42.33382,"f",4,1,1,2,5,4,3,2,3,3,4,2,4,3,4,2,4,3,2,4,5,1,4,5,3,4,2,3,5,3,4,2,5,5,3,4,2,3,5,16.122178,466.8057
"296",  65,1,20.49535,"m",2,3,4,3,3,1,3,2,2,2,1,3,1,3,1,2,4,2,1,1,1,1,1,1,3,1,4,1,1,5,1,3,2,1,5,1,3,3,3,26.271539,386.3659
"297", 266,1,34.75975,"f",4,4,5,3,1,3,4,3,2,4,2,4,1,5,4,4,3,1,4,4,4,5,1,3,3,4,4,2,3,5,4,4,2,2,5,4,3,1,4,25.800560,406.6980
"298", 677,1,24.36474,"m",4,3,4,4,3,1,3,2,5,3,1,3,5,3,2,4,3,1,5,1,5,5,4,4,3,4,2,5,5,2,2,4,3,4,1,1,2,5,3,21.826890,444.3660
"299", 648,1,30.76162,"m",3,3,3,1,5,4,3,2,2,2,1,3,2,5,1,3,3,3,4,2,1,4,1,3,5,4,3,2,2,4,2,3,2,2,3,3,3,4,4,14.341971,433.0191
"300", 426,1,49.03810,"m",2,1,5,4,3,2,2,3,2,4,3,3,3,3,2,5,4,4,4,4,5,2,3,4,2,4,2,4,3,2,4,1,4,5,4,4,4,5,3,16.242338,428.5171
"301", 537,1,48.03295,"m",2,5,4,2,5,2,4,5,2,4,2,4,4,5,2,3,5,5,5,1,3,4,5,3,3,3,5,5,2,5,2,3,2,5,2,1,4,3,3,23.324118,482.8966
"302", 289,1,50.89439,"m",3,4,5,4,3,2,4,3,4,4,3,4,4,5,1,3,5,4,4,4,3,2,3,4,5,2,1,3,5,3,3,3,3,3,4,3,3,3,5,12.190644,337.5954
"303", 897,1,43.21233,"m",2,3,5,2,4,2,2,4,1,4,4,3,1,3,1,1,4,1,2,1,2,3,3,2,5,1,2,3,1,4,2,3,2,3,5,3,2,2,4,16.923003,435.6861
"304", 372,1,41.24582,"m",3,3,4,3,4,1,4,5,4,3,2,2,4,2,2,1,3,3,3,2,3,3,4,1,2,1,2,5,1,4,3,3,3,5,3,1,3,4,3,22.316941,429.9977
"305", 626,1,22.16004,"f",3,1,3,4,3,2,2,1,2,3,2,4,3,4,3,2,3,3,3,3,3,2,1,2,4,2,2,3,2,3,3,4,4,2,3,2,3,4,3,21.903468,402.9400
"306", 961,1,47.74894,"f",1,2,2,3,2,1,1,2,3,3,3,3,1,4,1,1,4,2,5,1,4,1,1,4,4,1,1,2,4,3,1,1,3,5,2,2,4,1,3,14.426763,394.6608
"307", 241,1,46.00256,"f",3,1,3,4,3,3,1,2,4,2,1,3,2,1,3,2,1,2,3,3,5,2,2,2,2,2,1,1,5,3,2,3,2,2,2,3,3,1,2,15.701057,384.9199
"308", 919,1,40.65108,"f",3,3,3,4,2,4,4,4,4,3,3,4,1,5,3,3,4,2,5,3,3,3,4,4,3,2,5,4,4,2,3,4,4,5,3,4,4,1,5,13.844200,429.9182
"309",  51,1,36.04506,"m",2,5,4,4,3,3,3,3,5,5,2,3,2,5,4,2,4,3,3,1,4,3,4,3,5,2,3,5,3,5,1,4,4,5,5,1,1,2,5,26.700018,255.0670
"310", 115,1,50.47370,"f",3,4,4,4,2,3,5,1,3,4,3,2,1,5,3,4,5,2,2,4,3,3,2,3,3,3,2,1,2,4,2,4,2,2,5,3,3,4,3, 9.749560,379.0809
"311", 620,1,27.28102,"f",1,4,3,4,5,4,4,5,4,2,4,5,5,3,4,2,3,4,5,3,4,2,5,5,2,4,3,5,4,1,4,3,5,4,3,2,4,4,3,23.353000,391.0635
"312", 486,1,52.51591,"f",1,4,4,2,3,1,4,4,4,5,1,4,1,5,1,4,4,2,2,1,4,3,3,3,4,1,3,4,3,4,1,4,2,3,5,1,5,3,5,18.422853,482.9841
"313", 244,1,18.22615,"m",2,4,3,2,3,3,5,3,4,3,3,3,4,3,3,2,4,3,3,2,4,3,5,3,5,1,1,4,3,3,3,3,5,5,3,1,4,2,4,23.102817,431.4249
"314", 787,1,45.29396,"m",1,5,2,3,1,2,5,2,1,5,1,4,4,3,2,4,3,2,1,2,2,5,3,4,3,2,4,2,1,2,3,4,2,3,4,3,4,2,4,17.067606,467.8961
"315", 114,1,51.33904,"f",3,1,3,2,4,2,3,3,1,2,1,2,2,2,2,2,5,5,2,2,4,3,4,1,3,2,1,3,1,4,2,2,2,3,2,3,1,3,3,18.421884,406.8888
"316", 498,1,49.83111,"f",1,3,1,2,2,2,4,5,2,2,1,4,3,1,2,4,1,3,2,2,2,3,5,4,1,1,4,4,2,1,2,4,4,4,1,2,5,4,2,14.669080,449.5592
"317", 369,1,28.56247,"m",3,5,3,2,4,3,5,5,2,4,2,3,3,3,2,5,2,3,4,2,3,4,5,4,3,3,5,3,3,1,3,4,5,5,5,1,4,4,4,31.409641,402.2556
"318", 617,1,34.59248,"f",2,1,4,4,2,1,4,1,5,2,2,4,2,1,1,2,2,2,5,1,4,3,3,4,4,2,3,3,2,1,1,3,3,1,3,3,2,2,2,21.932770,415.9347
"319", 261,1,38.60185,"nb",2,3,1,4,5,2,4,3,1,1,3,2,4,1,3,4,1,5,1,2,2,4,2,1,1,3,3,3,1,2,3,4,1,3,1,2,3,2,1,20.497197,393.4283
"320", 659,1,19.98204,"f",3,4,2,3,3,1,3,3,5,4,1,4,1,3,2,4,4,4,5,3,4,3,3,4,4,1,5,4,4,4,1,4,4,5,4,2,4,5,3,25.900556,325.6941
"321", 127,1,49.12881,"m",3,2,4,1,2,4,1,2,3,2,4,1,1,1,2,1,3,2,2,4,4,1,2,2,3,2,1,3,4,3,2,2,3,3,2,3,1,2,2,14.328527,403.8936
"322", 602,1,51.10959,"m",1,3,1,5,2,4,1,2,3,1,3,4,3,2,3,4,2,4,4,3,3,4,1,2,1,3,4,3,5,4,2,4,3,4,1,3,5,3,1,13.031640,301.6858
"323", 830,1,51.93647,"f",4,5,2,1,2,3,4,3,1,4,3,2,4,2,4,5,3,2,2,3,1,4,4,1,4,4,4,4,1,3,4,5,1,3,4,4,4,1,3,20.493754,390.3510
"324", 717,1,42.62212,"m",2,5,4,3,2,3,5,2,2,4,2,5,4,4,2,4,5,4,1,2,4,5,1,3,3,3,5,1,1,4,2,5,4,1,2,1,4,2,5,23.555483,396.4940
"325",  62,1,26.67761,"f",2,4,1,4,1,2,5,4,4,3,3,4,3,5,4,3,1,1,4,3,5,5,1,5,4,4,5,5,3,3,4,3,4,1,1,3,5,3,5,27.837900,365.5270
"326", 598,1,41.58342,"f",1,4,4,1,1,2,2,3,3,3,3,3,4,3,1,4,3,4,3,3,2,5,1,2,4,1,4,2,3,4,1,5,1,2,2,2,5,2,5,17.911068,419.7892
"327", 834,1,18.44330,"f",3,4,3,3,2,3,3,3,4,4,4,4,2,3,4,3,2,4,4,2,3,4,5,4,3,3,2,4,3,4,4,5,5,5,3,4,4,4,3,16.388748,475.8183
"328", 657,1,29.87758,"f",1,4,1,2,2,2,3,3,1,3,2,3,4,2,1,4,2,4,2,1,1,3,3,2,1,3,3,1,2,1,1,5,3,4,2,2,4,3,1,21.804210,327.7185
"329", 748,1,53.40993,"m",1,5,4,2,4,2,3,4,1,4,2,5,4,4,3,4,5,4,1,3,1,4,5,3,2,2,4,4,3,3,2,4,1,4,4,2,3,5,4,18.953075,381.5098
"330", 154,1,27.67078,"m",2,4,2,2,2,2,5,3,1,4,1,2,3,3,1,4,4,3,1,3,1,4,1,1,4,3,3,2,1,3,1,5,1,3,3,2,5,1,3,20.442599,394.5486
"331", 579,1,35.54851,"m",3,2,5,1,5,4,3,4,2,2,4,3,3,3,3,2,5,2,1,2,3,2,3,1,3,3,1,1,1,2,3,3,3,1,2,1,2,3,4,17.645085,494.7199
"332", 746,1,32.57050,"f",1,1,4,2,4,1,1,5,2,4,2,3,4,5,2,1,5,5,4,2,4,2,4,4,3,2,1,4,3,5,1,1,3,4,3,1,3,4,5,24.275618,367.2920
"333", 164,1,44.97066,"f",3,2,2,5,5,2,4,4,5,3,2,3,5,4,1,4,3,5,5,2,5,2,4,4,3,1,4,5,4,2,2,4,5,5,4,4,5,5,1,23.808426,475.6232
"334", 388,1,40.08787,"m",1,2,5,4,1,1,1,4,3,1,2,3,5,3,2,1,3,4,3,3,3,2,4,2,4,2,3,3,1,2,3,1,3,2,4,1,1,3,1,16.340764,445.8592
"335", 881,1,23.75063,"f",2,3,3,4,4,4,3,3,4,4,3,4,5,3,4,3,3,4,4,3,5,2,5,5,5,3,3,1,4,5,3,4,5,4,3,4,2,2,4,21.233739,434.5008
"336", 215,1,50.09151,"f",2,3,3,3,4,2,4,4,4,2,2,2,2,4,3,3,2,2,2,3,3,1,2,2,2,2,3,1,2,3,1,4,4,3,5,4,1,2,2,16.766779,457.5678
"337", 946,1,42.59833,"m",1,3,3,3,1,1,4,2,3,4,2,4,3,3,1,4,4,1,1,1,3,3,1,1,4,3,3,1,4,5,2,3,1,1,4,2,2,3,1,15.607539,391.0007
"338", 890,1,47.14980,"m",2,4,3,3,2,4,4,1,3,3,4,5,1,1,4,3,4,2,2,4,2,4,1,2,3,3,4,1,3,4,4,4,2,1,3,4,3,2,4,24.771499,453.9030
"339", 122,1,44.29685,"f",1,4,3,3,3,1,5,4,3,2,1,3,3,2,1,5,3,2,3,2,2,5,2,1,3,2,5,5,2,3,1,5,3,4,3,2,4,4,4,13.363554,442.5440
"340", 520,1,36.51288,"f",1,5,1,5,4,2,5,3,3,2,3,4,5,3,1,5,3,3,2,1,4,4,5,3,2,1,4,5,3,3,2,3,4,3,4,2,5,5,2,17.515732,358.5215
"341",  63,1,36.50444,"f",2,2,2,3,2,1,2,4,2,1,1,4,2,3,1,3,4,3,4,4,4,1,3,3,4,1,3,4,3,3,3,3,2,2,3,2,3,2,3,13.331060,342.3359
"342", 516,1,29.05703,"f",2,2,5,3,2,2,4,2,3,3,3,2,2,4,4,3,5,1,3,4,2,1,2,4,3,1,4,2,4,2,3,2,5,3,5,3,4,3,4,19.102531,427.0624
"343", 690,1,32.56136,"f",4,1,4,5,2,3,2,1,5,4,2,1,2,5,3,2,4,1,5,1,4,4,2,4,4,3,2,1,3,3,2,2,5,1,2,3,1,1,4,24.710502,381.2967
"344", 736,1,32.78087,"m",1,2,3,1,4,2,4,4,1,2,3,1,3,2,1,2,4,4,2,1,1,3,4,2,4,1,3,5,3,2,4,4,2,4,2,3,2,5,2,22.048676,370.5784
"345", 564,1,19.96312,"m",2,3,5,2,3,1,4,3,5,5,4,2,2,4,2,2,5,2,3,3,2,3,2,5,5,4,3,5,3,4,1,4,5,4,5,2,3,3,5,17.359098,439.6316
"346", 723,1,37.24226,"f",3,4,5,2,3,2,5,2,2,4,1,5,3,5,1,5,5,3,3,2,2,5,2,2,5,4,3,4,2,5,3,2,1,3,5,1,2,2,5,17.414829,384.8507
"347", 508,1,24.03207,"f",2,2,4,4,2,4,3,3,3,4,3,3,2,2,2,1,5,1,3,2,2,3,3,2,3,2,2,2,1,3,3,1,2,2,5,2,1,4,2,24.575361,483.6331
"348", 378,1,28.40498,"f",3,5,3,3,3,4,4,4,2,3,2,5,4,4,4,3,4,4,3,3,2,4,2,3,4,4,3,1,2,5,2,4,4,2,4,4,4,2,2,17.965898,368.1174
"349", 129,1,31.23482,"f",1,3,1,4,2,1,3,1,5,2,1,4,1,1,1,2,1,1,3,2,4,2,1,4,1,1,1,2,3,1,1,4,4,1,1,1,4,1,1,19.667139,401.4969
"350",  20,1,33.48155,"f",2,2,1,4,1,3,3,1,3,1,2,3,1,2,2,4,1,1,4,4,3,1,1,3,2,3,2,1,3,1,4,3,2,1,2,3,3,2,2,21.414107,381.9850
"351", 274,1,47.42066,"f",1,3,3,3,4,4,3,5,4,1,2,3,4,3,2,4,1,3,3,1,2,1,5,3,1,1,2,5,3,1,1,3,4,5,1,1,2,5,1,17.452895,419.4053
"352", 308,1,52.57549,"f",2,1,4,2,1,3,1,3,4,4,3,1,3,4,1,1,2,4,4,3,1,3,3,2,1,1,1,3,1,3,1,2,3,2,3,3,1,1,3,20.630332,363.6494
"353", 545,1,53.54451,"f",1,4,4,1,3,1,4,5,2,5,1,5,4,5,1,3,5,5,3,1,1,5,4,3,5,1,5,3,3,5,1,5,1,4,4,2,4,3,5,19.297534,386.1797
"354", 501,1,49.30851,"m",3,1,3,4,4,2,2,5,4,2,1,1,3,3,3,1,4,5,3,4,3,2,5,2,3,3,1,4,5,3,3,1,2,4,4,1,2,5,3,10.650821,467.9382
"355", 362,1,18.97333,"f",3,5,2,4,1,4,4,2,5,1,3,4,4,1,4,5,2,2,4,3,5,4,3,5,2,2,4,2,4,1,2,5,5,3,1,4,5,2,2,20.961897,401.1371
"356", 811,1,53.79367,"m",3,4,2,4,4,3,3,4,5,2,2,3,5,4,2,2,3,5,3,3,5,2,2,5,3,3,1,4,5,4,3,2,5,5,3,2,2,3,3,26.075197,404.1525
"357", 284,1,49.14263,"m",1,3,3,1,3,2,2,5,1,3,1,3,3,3,1,4,4,3,2,1,1,4,5,4,4,3,1,3,3,3,1,3,1,5,4,2,2,5,4,12.871679,388.4483
"358",  86,1,44.83813,"m",3,3,4,3,1,3,4,1,2,4,3,3,1,3,2,4,4,1,1,3,2,2,1,1,2,3,2,3,3,3,3,3,2,2,3,3,4,1,4,14.142414,479.3215
"359", 644,1,27.05192,"m",2,3,5,5,4,4,3,2,5,4,4,1,2,3,3,2,3,1,5,4,4,4,3,5,2,4,1,2,4,2,4,3,5,2,4,4,3,4,2,19.070272,464.3412
"360", 951,1,37.25372,"f",3,3,4,2,3,2,1,2,3,3,2,2,2,3,2,4,4,4,1,1,2,3,3,3,2,2,3,4,4,2,1,3,4,1,3,2,3,1,4,14.943614,303.4919
"361", 877,1,45.30527,"f",1,2,1,3,2,2,1,2,3,2,1,1,3,2,2,1,1,3,3,1,2,2,2,1,2,1,2,2,3,3,1,2,4,1,3,2,2,1,2,17.667443,452.3467
"362", 546,1,37.43272,"f",4,4,3,4,4,4,4,4,4,2,4,5,5,3,4,4,3,5,4,4,5,3,4,4,2,4,5,4,3,1,4,4,4,5,3,3,4,4,3,18.779276,386.2932
"363", 552,1,33.90981,"f",1,1,1,3,3,1,3,5,4,3,1,3,2,2,1,4,3,1,3,1,4,2,3,4,2,1,3,4,4,2,1,3,3,2,1,2,2,4,4,15.505928,389.2304
"364", 727,1,46.94757,"m",3,4,4,5,5,3,4,3,4,4,3,5,3,2,2,5,4,2,2,3,5,5,3,5,4,3,5,4,5,4,3,5,3,2,4,2,5,2,2,24.006574,449.0364
"365", 799,1,32.37215,"nb",4,3,3,4,1,4,3,2,5,5,4,2,3,4,3,3,2,1,4,3,5,4,1,4,4,3,5,2,4,5,4,4,5,3,3,4,3,1,3,21.082573,392.8404
"366",  17,1,50.40525,"f",1,1,4,3,1,2,2,2,5,2,3,1,2,4,4,1,2,3,3,2,4,2,3,4,3,2,1,4,4,2,3,2,3,2,2,1,1,3,3,18.234372,467.1426
"367", 371,1,32.31705,"f",4,4,3,5,3,3,4,2,3,3,4,3,1,3,3,2,1,2,4,2,3,3,2,5,2,4,4,2,3,4,4,2,3,2,3,4,2,4,3,17.548759,387.1196
"368", 902,1,22.55756,"m",2,5,2,1,4,3,4,2,2,2,2,3,3,4,1,3,2,3,2,3,2,5,2,3,5,4,5,3,3,4,3,4,3,2,3,4,4,2,2,16.800519,345.1840
"369", 938,1,34.95643,"m",4,4,1,3,4,2,5,2,4,3,4,2,4,3,4,3,1,2,2,4,1,3,4,4,2,3,4,3,2,5,3,4,2,3,2,2,4,3,4,21.389739,424.2992
"370",  26,1,21.13227,"f",2,4,4,3,4,1,3,4,3,3,1,3,5,4,1,4,3,4,2,1,2,3,3,4,3,1,1,5,2,3,2,4,2,5,3,2,3,5,3,31.381185,462.9924
"371", 788,1,34.10350,"f",2,1,3,3,4,4,2,3,3,2,3,2,1,2,3,1,5,3,3,2,2,1,4,2,2,1,1,4,2,3,4,1,2,4,5,3,2,3,5,25.213358,380.7972
"372", 931,1,39.39182,"f",1,2,4,1,1,3,3,1,3,4,1,4,1,3,1,3,5,1,5,1,3,3,1,4,3,1,3,2,4,5,1,1,3,2,3,3,3,1,4,22.463211,356.4198
"373", 438,1,40.72924,"f",3,4,1,3,2,2,2,1,4,1,3,3,3,2,1,3,1,1,4,2,3,1,2,4,3,2,1,2,3,2,2,3,4,1,3,1,3,1,1,21.985986,417.2712
"374", 311,1,18.62480,"m",1,4,4,2,4,1,5,2,4,5,2,5,3,4,3,3,5,3,2,2,1,4,3,2,4,1,4,4,2,5,3,5,2,2,5,3,5,2,4,27.998641,446.9035
"375", 893,1,24.01070,"f",1,3,3,4,3,2,2,3,3,3,1,4,5,3,1,3,3,4,5,2,4,3,3,4,3,1,1,4,4,3,2,3,4,5,2,1,2,3,3,22.420189,457.1033
"376", 193,1,41.44284,"f",2,4,2,4,3,1,3,4,4,3,1,2,4,3,1,4,2,4,3,1,3,2,4,3,3,1,2,4,4,2,1,4,2,3,4,2,4,3,1,21.411772,353.9872
"377", 827,1,41.49925,"f",1,5,1,2,4,3,3,1,4,4,1,3,3,3,3,4,3,2,3,1,2,4,3,3,4,1,4,3,3,3,2,4,3,1,4,1,4,3,4,24.187604,368.8188
"378", 450,1,30.19383,"f",2,2,5,2,5,2,3,4,3,4,1,1,4,4,2,1,5,4,4,3,1,4,5,5,5,1,2,5,3,4,2,4,4,3,5,3,3,5,5,21.903122,502.5453
"379", 719,1,42.54053,"f",2,2,5,4,5,2,3,4,3,5,2,2,5,5,1,2,5,3,3,2,4,3,4,2,5,1,3,4,3,5,1,3,3,4,4,1,3,2,4,26.939198,387.7056
"380", 912,1,47.73649,"f",1,5,3,2,5,2,3,3,2,5,1,5,5,5,2,3,4,5,3,2,1,4,4,1,4,3,4,5,2,4,2,4,2,5,4,1,3,5,3,18.552758,345.9855
"381", 130,1,45.87944,"m",1,3,3,3,1,1,3,1,1,3,1,3,3,3,1,4,3,3,1,1,2,4,2,1,3,1,2,2,2,4,1,2,3,3,2,1,3,2,3, 9.857498,326.8052
"382", 593,1,22.05659,"nb",3,5,2,2,5,4,4,5,3,4,2,4,5,4,2,2,3,5,1,2,2,3,5,3,4,1,3,5,1,3,3,5,2,4,3,2,3,5,3,18.384565,411.8349
"383", 427,1,32.87289,"m",1,4,3,5,4,1,4,3,5,2,2,4,2,2,2,2,3,4,4,1,5,5,4,4,3,3,4,2,5,2,3,4,4,2,4,2,4,4,3,20.101312,331.8938
"384", 275,1,37.20828,"m",3,5,4,4,1,4,3,1,4,2,2,3,1,3,3,5,1,2,5,4,5,3,3,5,3,2,3,1,4,4,1,4,3,1,3,2,3,2,3,20.219359,388.5622
"385", 417,1,28.48289,"f",2,3,2,2,2,2,4,3,3,1,3,4,1,1,3,3,1,4,4,1,4,4,4,1,2,2,4,2,3,3,4,3,2,4,2,2,2,1,3,20.708547,438.7546
"386", 569,1,46.45029,"f",3,4,4,3,1,2,5,3,3,5,4,4,4,3,3,4,4,2,1,3,4,2,4,2,3,2,4,3,3,3,3,4,3,3,4,1,5,2,3,24.094759,397.1808
"387", 676,1,26.00230,"f",3,1,4,4,3,4,1,3,4,2,4,1,5,2,4,1,5,2,3,2,2,3,3,4,3,4,1,2,5,3,4,2,3,2,2,3,3,2,4,25.661831,400.7231
"388", 198,1,38.43353,"m",2,3,3,4,4,3,3,4,3,5,4,3,5,5,1,4,4,4,5,2,5,5,5,5,3,2,3,4,5,2,3,4,1,5,4,2,2,5,5,20.563063,323.1287
"389", 144,1,38.23981,"f",3,2,1,4,4,3,3,3,2,1,2,1,5,1,4,2,1,4,3,4,4,1,3,5,2,4,2,5,4,1,2,1,5,4,1,4,3,3,3,21.309732,444.4737
"390",  34,1,25.14834,"f",1,4,4,5,1,1,2,1,5,4,3,2,1,5,1,1,5,2,5,3,3,2,3,5,5,1,2,3,4,5,1,1,5,2,4,2,2,2,4,26.174356,309.6779
